filename,class
train_flooding_img_130.jpg,flooding
train_flooding_img_839.jpg,flooding
train_flooding_img_1969.jpg,flooding
train_flooding_img_1381.jpg,flooding
train_flooding_img_1402.jpg,flooding
train_flooding_img_1091.jpg,flooding
train_road_img_418.jpg,flooding
train_flooding_img_953.jpg,flooding
train_flooding_img_1113.jpg,flooding
train_canal_img_914.jpg,flooding
train_flooding_img_1763.jpg,flooding
train_flooding_img_1441.jpg,flooding
train_canal_img_19.jpg,flooding
train_flooding_img_2250.jpg,flooding
train_flooding_img_1192.jpg,flooding
train_flooding_img_2131.jpg,flooding
train_flooding_img_787.jpg,flooding
train_flooding_img_1645.jpg,flooding
train_flooding_img_559.jpg,flooding
train_flooding_img_1547.jpg,flooding
train_flooding_img_1201.jpg,flooding
train_flooding_img_2195.jpg,flooding
train_flooding_img_1933.jpg,flooding
train_flooding_img_1177.jpg,flooding
train_canal_img_496.jpg,flooding
train_flooding_img_1011.jpg,flooding
train_flooding_img_1262.jpg,flooding
train_flooding_img_771.jpg,flooding
train_flooding_img_801.jpg,flooding
train_flooding_img_815.jpg,flooding
train_flooding_img_1699.jpg,flooding
train_flooding_img_724.jpg,flooding
train_flooding_img_1259.jpg,flooding
train_flooding_img_216.jpg,flooding
train_flooding_img_1816.jpg,flooding
train_flooding_img_671.jpg,flooding
train_flooding_img_568.jpg,flooding
train_flooding_img_1681.jpg,flooding
train_flooding_img_66.jpg,flooding
train_flooding_img_295.jpg,flooding
train_flooding_img_2065.jpg,flooding
train_flooding_img_1981.jpg,flooding
train_flooding_img_439.jpg,flooding
train_flooding_img_922.jpg,flooding
train_flooding_img_536.jpg,flooding
train_road_img_2545.jpg,flooding
train_flooding_img_685.jpg,flooding
train_flooding_img_182.jpg,flooding
train_flooding_img_367.jpg,flooding
train_flooding_img_666.jpg,flooding
train_flooding_img_402.jpg,flooding
train_flooding_img_2071.jpg,flooding
train_flooding_img_473.jpg,flooding
train_flooding_img_2028.jpg,flooding
train_flooding_img_333.jpg,flooding
train_flooding_img_1659.jpg,flooding
train_flooding_img_1392.jpg,flooding
train_flooding_img_383.jpg,flooding
train_canal_img_1206.jpg,flooding
train_flooding_img_629.jpg,flooding
train_flooding_img_1823.jpg,flooding
train_flooding_img_146.jpg,flooding
train_flooding_img_1684.jpg,flooding
train_flooding_img_238.jpg,flooding
train_flooding_img_2060.jpg,flooding
train_flooding_img_371.jpg,flooding
train_flooding_img_1722.jpg,flooding
train_flooding_img_790.jpg,flooding
train_flooding_img_406.jpg,flooding
train_flooding_img_1433.jpg,flooding
train_flooding_img_62.jpg,flooding
train_flooding_img_849.jpg,flooding
train_flooding_img_181.jpg,flooding
train_flooding_img_2115.jpg,flooding
train_flooding_img_1351.jpg,flooding
train_flooding_img_120.jpg,flooding
train_flooding_img_2247.jpg,flooding
train_flooding_img_2097.jpg,flooding
train_flooding_img_1889.jpg,flooding
train_flooding_img_2025.jpg,flooding
train_flooding_img_2237.jpg,flooding
train_flooding_img_1532.jpg,flooding
train_flooding_img_2042.jpg,flooding
train_flooding_img_1164.jpg,flooding
train_flooding_img_797.jpg,flooding
train_flooding_img_936.jpg,flooding
train_flooding_img_1941.jpg,flooding
train_flooding_img_1244.jpg,flooding
train_flooding_img_609.jpg,flooding
train_flooding_img_481.jpg,flooding
train_flooding_img_765.jpg,flooding
train_flooding_img_542.jpg,flooding
train_flooding_img_1147.jpg,flooding
train_flooding_img_1734.jpg,flooding
train_flooding_img_1768.jpg,flooding
train_flooding_img_1078.jpg,flooding
train_flooding_img_958.jpg,flooding
train_flooding_img_768.jpg,flooding
train_flooding_img_624.jpg,flooding
train_flooding_img_475.jpg,flooding
train_flooding_img_804.jpg,flooding
train_flooding_img_962.jpg,flooding
train_flooding_img_699.jpg,flooding
train_flooding_img_2158.jpg,flooding
train_flooding_img_387.jpg,flooding
train_flooding_img_1725.jpg,flooding
train_flooding_img_875.jpg,flooding
train_flooding_img_1063.jpg,flooding
train_flooding_img_1370.jpg,flooding
train_flooding_img_1115.jpg,flooding
train_flooding_img_2055.jpg,flooding
train_flooding_img_1436.jpg,flooding
