filename,class
train_canal_img_0.jpg,sanitary
train_canal_img_1005.jpg,sanitary
train_canal_img_1012.jpg,sanitary
train_canal_img_1023.jpg,sanitary
train_canal_img_104.jpg,sanitary
train_canal_img_1057.jpg,sanitary
train_canal_img_1076.jpg,sanitary
train_canal_img_1079.jpg,sanitary
train_canal_img_1090.jpg,sanitary
train_canal_img_1096.jpg,sanitary
train_canal_img_1111.jpg,sanitary
train_canal_img_1114.jpg,sanitary
train_canal_img_1121.jpg,sanitary
train_canal_img_1122.jpg,sanitary
train_canal_img_1142.jpg,sanitary
train_canal_img_1182.jpg,sanitary
train_canal_img_1196.jpg,sanitary
train_canal_img_1207.jpg,sanitary
train_canal_img_1249.jpg,light
train_canal_img_140.jpg,sanitary
train_canal_img_161.jpg,sanitary
train_canal_img_210.jpg,sanitary
train_canal_img_219.jpg,sanitary
train_canal_img_226.jpg,sanitary
train_canal_img_228.jpg,sanitary
train_canal_img_237.jpg,sanitary
train_canal_img_243.jpg,sanitary
train_canal_img_297.jpg,sanitary
train_canal_img_322.jpg,light
train_canal_img_331.jpg,sanitary
train_canal_img_370.jpg,sanitary
train_canal_img_384.jpg,sanitary
train_canal_img_407.jpg,sanitary
train_canal_img_425.jpg,sanitary
train_canal_img_480.jpg,sanitary
train_canal_img_508.jpg,light
train_canal_img_558.jpg,sanitary
train_canal_img_560.jpg,sanitary
train_canal_img_603.jpg,sanitary
train_canal_img_645.jpg,sanitary
train_canal_img_667.jpg,sanitary
train_canal_img_705.jpg,sanitary
train_canal_img_727.jpg,sanitary
train_canal_img_740.jpg,sanitary
train_canal_img_837.jpg,light
train_canal_img_879.jpg,sanitary
train_canal_img_894.jpg,sanitary
train_canal_img_90.jpg,sanitary
train_canal_img_951.jpg,sanitary
train_canal_img_971.jpg,sanitary
train_canal_img_984.jpg,sanitary
train_electric_img_796.jpg,electric
train_flooding_img_1232.jpg,flooding
train_flooding_img_1252.jpg,unused
train_sanitary_img_203.jpg,sanitary
train_canal_img_424.jpg,electric
train_canal_img_840.jpg,electric
train_electric_img_0.jpg,electric
train_electric_img_1.jpg,electric
train_electric_img_1000.jpg,electric
train_electric_img_1001.jpg,electric
train_electric_img_1002.jpg,electric
train_electric_img_1003.jpg,electric
train_electric_img_1004.jpg,electric
train_electric_img_1005.jpg,electric
train_electric_img_1006.jpg,electric
train_electric_img_1007.jpg,electric
train_electric_img_1008.jpg,electric
train_electric_img_1009.jpg,sidewalk
train_electric_img_101.jpg,electric
train_electric_img_1010.jpg,electric
train_electric_img_1012.jpg,electric
train_electric_img_1013.jpg,electric
train_electric_img_1014.jpg,sidewalk
train_electric_img_1016.jpg,electric
train_electric_img_1017.jpg,electric
train_electric_img_1018.jpg,electric
train_electric_img_1019.jpg,electric
train_electric_img_102.jpg,electric
train_electric_img_1021.jpg,electric
train_electric_img_1024.jpg,electric
train_electric_img_1025.jpg,electric
train_electric_img_1027.jpg,electric
train_electric_img_1028.jpg,electric
train_electric_img_1029.jpg,electric
train_electric_img_103.jpg,electric
train_electric_img_1030.jpg,electric
train_electric_img_1033.jpg,electric
train_electric_img_1034.jpg,electric
train_electric_img_1036.jpg,electric
train_electric_img_1038.jpg,electric
train_electric_img_1039.jpg,sidewalk
train_electric_img_104.jpg,electric
train_electric_img_1040.jpg,electric
train_electric_img_1041.jpg,electric
train_electric_img_1049.jpg,electric
train_electric_img_105.jpg,electric
train_electric_img_1050.jpg,electric
train_electric_img_1051.jpg,electric
train_electric_img_1052.jpg,electric
train_electric_img_1054.jpg,electric
train_electric_img_1055.jpg,electric
train_electric_img_1057.jpg,electric
train_electric_img_1059.jpg,electric
train_electric_img_1062.jpg,electric
train_electric_img_1064.jpg,flooding
train_electric_img_1067.jpg,electric
train_electric_img_1068.jpg,electric
train_electric_img_107.jpg,electric
train_electric_img_1070.jpg,electric
train_electric_img_1071.jpg,electric
train_electric_img_1073.jpg,electric
train_electric_img_1074.jpg,electric
train_electric_img_1076.jpg,electric
train_electric_img_1077.jpg,electric
train_electric_img_1078.jpg,electric
train_electric_img_1079.jpg,electric
train_electric_img_108.jpg,electric
train_electric_img_1080.jpg,electric
train_electric_img_1085.jpg,electric
train_electric_img_1086.jpg,sewer
train_electric_img_109.jpg,electric
train_electric_img_1090.jpg,electric
train_electric_img_1091.jpg,electric
train_electric_img_1093.jpg,electric
train_electric_img_1094.jpg,road
train_electric_img_1095.jpg,road
train_electric_img_1099.jpg,electric
train_electric_img_11.jpg,electric
train_electric_img_110.jpg,electric
train_electric_img_1101.jpg,electric
train_electric_img_1105.jpg,electric
train_electric_img_1108.jpg,electric
train_electric_img_1109.jpg,electric
train_electric_img_111.jpg,electric
train_electric_img_1114.jpg,electric
train_electric_img_1119.jpg,electric
train_electric_img_112.jpg,electric
train_electric_img_1120.jpg,electric
train_electric_img_1121.jpg,electric
train_electric_img_1122.jpg,electric
train_electric_img_1123.jpg,sewer
train_electric_img_1125.jpg,electric
train_electric_img_1128.jpg,electric
train_electric_img_113.jpg,electric
train_electric_img_1133.jpg,electric
train_electric_img_1136.jpg,sewer
train_electric_img_1139.jpg,road
train_electric_img_1140.jpg,electric
train_electric_img_1142.jpg,electric
train_electric_img_1146.jpg,electric
train_electric_img_1149.jpg,electric
train_electric_img_1150.jpg,electric
train_electric_img_1151.jpg,electric
train_electric_img_1152.jpg,electric
train_electric_img_1154.jpg,electric
train_electric_img_1158.jpg,electric
train_electric_img_116.jpg,electric
train_electric_img_1160.jpg,electric
train_electric_img_1161.jpg,electric
train_electric_img_1166.jpg,electric
train_electric_img_1167.jpg,electric
train_electric_img_1169.jpg,electric
