filename,class
train_canal_img_441.jpg,canal
train_canal_img_85.jpg,canal
train_canal_img_125.jpg,canal
train_canal_img_643.jpg,canal
train_canal_img_694.jpg,canal
train_canal_img_680.jpg,canal
train_canal_img_1136.jpg,canal
train_canal_img_870.jpg,canal
train_canal_img_723.jpg,canal
train_canal_img_1081.jpg,canal
train_canal_img_938.jpg,canal
train_canal_img_910.jpg,canal
train_canal_img_1056.jpg,canal
train_canal_img_521.jpg,canal
train_canal_img_535.jpg,canal
train_canal_img_253.jpg,canal
train_canal_img_1268.jpg,canal
train_canal_img_290.jpg,canal
train_canal_img_1269.jpg,canal
train_canal_img_291.jpg,canal
train_canal_img_252.jpg,canal
train_canal_img_246.jpg,canal
train_canal_img_520.jpg,canal
train_canal_img_1043.jpg,canal
train_canal_img_905.jpg,canal
train_canal_img_1094.jpg,canal
train_canal_img_736.jpg,canal
train_canal_img_722.jpg,canal
train_canal_img_1123.jpg,canal
train_canal_img_871.jpg,canal
train_canal_img_1137.jpg,canal
train_canal_img_695.jpg,canal
train_canal_img_124.jpg,canal
train_canal_img_2.jpg,canal
train_flooding_img_1905.jpg,canal
train_canal_img_130.jpg,canal
train_canal_img_47.jpg,canal
train_canal_img_483.jpg,canal
train_canal_img_440.jpg,canal
train_canal_img_442.jpg,canal
train_canal_img_318.jpg,canal
train_canal_img_79.jpg,canal
train_canal_img_495.jpg,canal
train_canal_img_51.jpg,canal
train_canal_img_640.jpg,canal
train_canal_img_132.jpg,canal
train_canal_img_654.jpg,canal
train_canal_img_668.jpg,canal
train_canal_img_1109.jpg,canal
train_canal_img_697.jpg,canal
train_canal_img_867.jpg,canal
train_canal_img_1135.jpg,canal
train_canal_img_873.jpg,canal
train_road_img_1759.jpg,canal
train_canal_img_720.jpg,canal
train_canal_img_708.jpg,canal
train_canal_img_1082.jpg,canal
train_canal_img_1069.jpg,canal
train_canal_img_913.jpg,canal
train_canal_img_1055.jpg,canal
train_canal_img_1041.jpg,canal
train_canal_img_250.jpg,canal
train_canal_img_536.jpg,canal
train_canal_img_522.jpg,canal
train_canal_img_244.jpg,canal
train_canal_img_287.jpg,canal
train_canal_img_1257.jpg,canal
train_canal_img_1242.jpg,canal
train_canal_img_286.jpg,canal
train_canal_img_279.jpg,canal
train_canal_img_251.jpg,canal
train_canal_img_1040.jpg,canal
train_road_img_343.jpg,canal
train_canal_img_721.jpg,canal
train_canal_img_735.jpg,canal
train_flooding_img_352.jpg,canal
train_canal_img_872.jpg,canal
train_canal_img_1134.jpg,canal
train_canal_img_866.jpg,canal
train_canal_img_1120.jpg,canal
train_canal_img_696.jpg,canal
train_canal_img_1108.jpg,canal
train_canal_img_133.jpg,canal
train_canal_img_899.jpg,canal
train_sanitary_img_280.jpg,canal
train_canal_img_641.jpg,canal
train_canal_img_127.jpg,canal
train_canal_img_50.jpg,canal
train_canal_img_494.jpg,canal
train_canal_img_78.jpg,canal
train_canal_img_87.jpg,canal
train_canal_img_319.jpg,canal
train_canal_img_93.jpg,canal
train_canal_img_457.jpg,canal
train_canal_img_443.jpg,canal
train_canal_img_97.jpg,canal
train_canal_img_309.jpg,canal
train_canal_img_447.jpg,canal
train_canal_img_321.jpg,canal
train_canal_img_335.jpg,canal
train_canal_img_453.jpg,canal
train_canal_img_484.jpg,canal
train_canal_img_490.jpg,canal
train_canal_img_5.jpg,canal
train_canal_img_651.jpg,canal
train_canal_img_862.jpg,canal
train_canal_img_1130.jpg,canal
train_canal_img_686.jpg,canal
train_canal_img_1093.jpg,canal
train_canal_img_1087.jpg,canal
train_canal_img_719.jpg,canal
train_canal_img_731.jpg,canal
train_canal_img_725.jpg,canal
train_canal_img_916.jpg,canal
train_canal_img_1044.jpg,canal
train_canal_img_902.jpg,canal
train_canal_img_1078.jpg,canal
train_canal_img_255.jpg,canal
train_canal_img_527.jpg,canal
train_canal_img_296.jpg,canal
train_canal_img_283.jpg,canal
train_canal_img_1253.jpg,canal
train_canal_img_526.jpg,canal
train_canal_img_532.jpg,canal
train_canal_img_254.jpg,canal
train_canal_img_1045.jpg,canal
train_canal_img_1051.jpg,canal
train_canal_img_1086.jpg,canal
train_canal_img_693.jpg,canal
train_canal_img_687.jpg,canal
train_canal_img_1119.jpg,canal
train_canal_img_1131.jpg,canal
train_canal_img_1125.jpg,canal
train_canal_img_863.jpg,canal
train_canal_img_650.jpg,canal
train_canal_img_136.jpg,canal
train_canal_img_122.jpg,canal
train_canal_img_4.jpg,canal
train_canal_img_644.jpg,canal
train_canal_img_678.jpg,canal
train_canal_img_491.jpg,canal
train_canal_img_41.jpg,canal
train_canal_img_334.jpg,canal
train_canal_img_452.jpg,canal
train_canal_img_446.jpg,canal
train_canal_img_308.jpg,canal
train_canal_img_82.jpg,canal
train_canal_img_94.jpg,canal
train_canal_img_450.jpg,canal
train_canal_img_336.jpg,canal
train_canal_img_444.jpg,canal
train_canal_img_43.jpg,canal
train_canal_img_57.jpg,canal
train_canal_img_493.jpg,canal
train_canal_img_487.jpg,canal
train_canal_img_134.jpg,canal
train_canal_img_652.jpg,canal
train_canal_img_646.jpg,canal
train_canal_img_6.jpg,canal
train_canal_img_120.jpg,canal
train_canal_img_875.jpg,canal
train_canal_img_861.jpg,canal
train_canal_img_685.jpg,canal
train_canal_img_726.jpg,canal
train_canal_img_901.jpg,canal
train_canal_img_518.jpg,canal
train_canal_img_242.jpg,canal
train_canal_img_295.jpg,canal
train_canal_img_1250.jpg,canal
train_canal_img_257.jpg,canal
train_canal_img_525.jpg,canal
train_canal_img_519.jpg,canal
train_canal_img_928.jpg,canal
train_canal_img_900.jpg,canal
train_canal_img_1085.jpg,canal
train_canal_img_848.jpg,canal
train_canal_img_1126.jpg,canal
train_canal_img_860.jpg,canal
train_canal_img_135.jpg,canal
train_canal_img_109.jpg,canal
train_canal_img_492.jpg,canal
train_canal_img_42.jpg,canal
train_canal_img_323.jpg,canal
train_canal_img_451.jpg,canal
train_canal_img_95.jpg,canal
train_canal_img_436.jpg,canal
train_canal_img_344.jpg,canal
train_canal_img_422.jpg,canal
train_canal_img_378.jpg,canal
train_canal_img_31.jpg,canal
train_canal_img_152.jpg,canal
train_canal_img_634.jpg,canal
train_canal_img_620.jpg,canal
train_canal_img_608.jpg,canal
train_canal_img_1169.jpg,canal
train_canal_img_1155.jpg,canal
train_canal_img_807.jpg,canal
train_canal_img_998.jpg,canal
train_canal_img_754.jpg,canal
train_canal_img_768.jpg,canal
train_canal_img_783.jpg,canal
train_canal_img_797.jpg,canal
